Predictors;Equations;Method;Criterion;Correlation;Pm
;;KNeighborsRegressor;0.3612751859291296;0.9324592430942346;93.75
;;StackingRegressorRidge;0.4111248777191381;0.9115790338310902;93.75
;;HistGradientBoostingRegressor;0.45919833066717264;0.8883337734840897;87.5
;;BaggingRegressor;0.46113658623926673;0.887329165998501;87.5
;;AdaBoostRegressor;0.48133215751469793;0.876538278766105;84.375
;;ExtraTreesRegressor;0.4819118955557673;0.8762196784607427;87.5
;;VotingRegressor;0.4966820961634536;0.8679325407833709;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;LinearRegression;0.5891313477679408;0.808037285697343;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;OMPCV;0.5891313477679411;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;OMP5;0.5891313477679411;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;LarsCV;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;Lars5;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;Lars6;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;Lars7;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;Lars8;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;Lars9;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;Lars10;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;Lars11;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;Lars12;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;Lars13;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;Lars14;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.036 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;LassoLarsCV;0.5891313477679412;0.8080372856973428;75.0
S_2802, H_2802, X2, Xs, Y_sum;206.041 + 3.641*S_2802 + 0.523*H_2802 + 1.128*X2 + 0.613*Xs + 1.487*Y_sum;RidgeCV;0.5891318904268006;0.8080368900502899;75.0
S_2802, H_2802, X2, Xs, Y_sum;207.962 + 3.641*S_2802 + 0.523*H_2802 + 1.121*X2 + 0.609*Xs + 1.464*Y_sum;LassoCV;0.5892416123088485;0.8079568814755331;75.0
S_2802, H_2802, X2, Xs, Y_sum;207.432 + 3.633*S_2802 + 0.522*H_2802 + 1.124*X2 + 0.614*Xs + 1.472*Y_sum;BayesianRidge;0.5892923939687339;0.8079198440505089;75.0
S_2802, H_2802, X2, Xs, Y_sum;210.25 + 3.628*S_2802 + 0.522*H_2802 + 1.113*X2 + 0.61*Xs + 1.441*Y_sum;ElasticNetCV;0.5895067655453056;0.8077634389945563;75.0
S_2802, H_2802, X2, Xs;330.123 + 3.654*S_2802 + 0.536*H_2802 + 0.634*X2 + 0.338*Xs;Lars4;0.5995808910199615;0.8003141602668973;71.875
S_2802, H_2802, X2, Xs;227.299 + 3.89*S_2802 + 0.715*H_2802 + 1.07*X2 + 0.399*Xs;OMP4;0.6051020771721698;0.7961478984472203;71.875
S_2802, H_2802;393.352 + 4.177*S_2802 + 0.501*H_2802;OMP2;0.6055028640146946;0.7958431262943736;75.0
S_2802, H_2802, Xs;479.542 + 3.311*S_2802 + 0.276*H_2802 + 0.249*Xs;Lars3;0.6139633615958687;0.7893345238983916;71.875
S_2802, H_2802, X2, Xs, Y_sum;226.115 + 3.328*S_2802 + 0.63*H_2802 + 1.302*X2 + 0.488*Xs + 0.68*Y_sum;QuantileRegressor;0.6156004292815698;0.7880584441958268;75.0
S_2802, H_2802, X2;249.489 + 4.061*S_2802 + 0.766*H_2802 + 1.152*X2;OMP3;0.6256355252055325;0.78011549760327;68.75
;;RandomForestRegressor;0.6302734155565828;0.7763732489226037;71.875
S_2802;581.437 + 3.811*S_2802;OMP1;0.6424287526912612;0.76634541671204;68.75
S_2802, H_2802;591.006 + 2.776*S_2802 + 0.12*H_2802;Lars2;0.6704464829368688;0.7419578920111186;68.75
S_2802;653.622 + 2.333*S_2802;Lars1;0.7121250816888296;0.7020526105853305;65.625
