Таблица  - Проверочные прогнозы максимумов весеннего половодья
р.Неман-Столбцы
Предикторы:;; Smax, H_2802, X, X1, X3
Уравнение:;; 129.005 + 0.501*Smax - 0.255*H_2802 + 0.204*X + 0.269*X1 + 0.231*X3
Модель:;; TheilSenRegressor

№;Год;Hmax фактический;Hф-Hср;(Hф-Hср)^2;δ50% Погрешность климатических прогнозов в долях от допустимой погрешности;Hmax прогнозный;Hф-Hп;(Hф-Hп)^2;δ50% Погрешность проверочных прогнозов в долях от допустимой погрешности
1.0;1977.0;202.0;-1.081081081081095;1.1687363038714689;-0.04314518320186221;183.50536985274044;18.494630147259556;342.05134428392205;0.7381076405076232
2.0;1978.0;215.0;11.918918918918905;142.060628195763;0.4756756448005242;227.88330001254712;-12.883300012547124;165.97941921329672;-0.5141634138394504
3.0;1979.0;272.0;68.9189189189189;4749.817384952518;2.75050542911868;273.14627660621767;-1.1462766062176684;1.3139500579618955;-0.04574709061212432
4.0;1980.0;226.0;22.918918918918905;525.2768444119789;0.9146778838794666;212.9786969277005;13.021303072299503;169.55433370067647;0.5196710185877267
5.0;1981.0;219.0;15.918918918918905;253.41197954711424;0.6353128226474124;200.54067904822946;18.459320951770536;340.7465300004747;0.7366984754276453
6.0;1982.0;219.0;15.918918918918905;253.41197954711424;0.6353128226474124;231.6793637860942;-12.6793637860942;160.76626602011703;-0.5060244629265281
7.0;1983.0;212.0;8.918918918918905;79.54711468224957;0.3559477614153581;188.3110182599088;23.688981740091208;561.1678558823746;0.9454105477636564
8.0;1984.0;177.0;-26.081081081081095;680.2227903579262;-1.040877544744913;195.5613665789208;-18.561366578920797;344.5243292770779;-0.7407710444101162
9.0;1985.0;227.0;23.918918918918905;572.1146822498167;0.9545871783411887;216.8757551107783;10.1242448892217;102.5003345769317;0.40405147048653317
10.0;1986.0;218.0;14.918918918918905;222.57414170927643;0.5954035281856903;230.54048907817986;-12.54048907817986;157.26386631994836;-0.5004820713150891
11.0;1987.0;230.0;26.918918918918905;724.6281957633302;1.0743150617263548;204.32601152134418;25.673988478655815;659.1536844021515;1.024630766201534
12.0;1988.0;216.0;12.918918918918905;166.8984660336008;0.5155849392622462;200.2353672680349;15.764632731965094;248.52364517374522;0.6291553697808964
13.0;1989.0;110.0;-93.0810810810811;8664.087655222793;-3.7148002736802894;195.15312932339913;-85.15312932339913;7251.055433567536;-3.398401312504633
14.0;1991.0;166.0;-37.081081081081095;1375.0065741417102;-1.4798797838238553;188.83320523017716;-22.833205230177157;521.3552610833895;-0.9112571110360718
15.0;1992.0;148.0;-55.081081081081095;3033.92549306063;-2.198247084134852;156.7835209605119;-8.783520960511908;77.15024046375203;-0.35054412442377725
16.0;1993.0;185.0;-18.081081081081095;326.9254930606287;-0.7216031890511367;190.98885218015857;-5.988852180158574;35.8663504357901;-0.2390108651456745
17.0;1994.0;247.0;43.918918918918905;1928.871439006573;1.7527730675756292;200.6044589951659;46.39554100483409;2152.546225131241;1.8516133076728225
18.0;1995.0;160.0;-43.081081081081095;1855.9795471146833;-1.7193355505941876;165.10224696350267;-5.102246963502665;26.03292407657217;-0.20362707648285497
19.0;1996.0;231.0;27.918918918918905;779.466033601168;1.1142243561880767;253.3702622129284;-22.370262212928395;500.42863147517204;-0.8927813818416929
20.0;1999.0;240.0;36.918918918918905;1363.0065741417081;1.473408006343575;239.0908936261077;0.909106373892314;0.8264743990516318;0.03628179397269673
21.0;2001.0;166.0;-37.081081081081095;1375.0065741417102;-1.4798797838238553;174.51651941525998;-8.516519415259978;72.53110295050016;-0.33988828113258324
22.0;2003.0;214.0;10.918918918918905;119.22279035792519;0.4357663503388022;200.75331975257973;13.246680247420272;175.47453757739441;0.5286656626345725
23.0;2004.0;233.0;29.918918918918905;895.1417092768436;1.1940429451115209;208.93736850713051;24.062631492869485;579.0102343616344;0.9603226457728343
24.0;2005.0;201.0;-2.081081081081095;4.330898466033659;-0.08305447766358424;217.44453783390935;-16.44453783390935;270.42282457087606;-0.6562899027004169
25.0;2006.0;230.0;26.918918918918905;724.6281957633302;1.0743150617263548;193.13843911772338;36.86156088227662;1358.774670677786;1.4711188875694718
26.0;2007.0;192.0;-11.081081081081095;122.79035792549337;-0.44223812781908256;175.26926424025947;16.730735759740526;279.9175190622604;0.6677118599967473
27.0;2008.0;140.0;-63.081081081081095;3979.2227903579274;-2.517521439828628;160.1108683182423;-20.110868318242296;404.44702451368175;-0.8026105655936484
28.0;2009.0;183.0;-20.081081081081095;403.2498173849531;-0.8014217779745808;199.28690266902453;-16.286902669024528;265.2631985502783;-0.6499987944875064
29.0;2010.0;275.0;71.9189189189189;5172.330898466032;2.870233312503846;237.98888564659813;37.011114353401865;1369.8225856805896;1.477087461086382
30.0;2011.0;171.0;-32.081081081081095;1029.1957633308994;-1.2803333115152453;189.50199810018606;-18.501998100186057;342.3239336992885;-0.738401690310547
31.0;2012.0;171.0;-32.081081081081095;1029.1957633308994;-1.2803333115152453;168.96724889733804;2.032751102661962;4.132077045373421;0.08112566232352639
32.0;2013.0;263.0;59.918918918918905;3590.276844411978;2.391321778963182;267.3828147001933;-4.3828147001933075;19.209064696230552;-0.1749150424411787
33.0;2015.0;160.0;-43.081081081081095;1855.9795471146833;-1.7193355505941876;170.98769940509038;-10.987699405090382;120.72953821662352;-0.43851133101464007
34.0;2017.0;205.0;1.918918918918905;3.6822498173848994;0.07658270018330389;216.90670446402504;-11.90670446402504;141.7696111936338;-0.47518817452347556
