Predictors;Equations;Method;Criterion;Correlation;Pm
S_2802, H_2802, X, X2, X3;68.344 + 1.424*S_2802 + 0.358*H_2802 + 0.356*X + 0.752*X2 + 0.211*X3;OMP5;0.624200109;0.781264503;78.37837838
S_2802, H_2802, X, X1, X2, X3;70.424 + 1.334*S_2802 + 0.334*H_2802 + 0.311*X + 0.202*X1 + 0.593*X2 + 0.247*X3;QuantileRegressor;0.626010939;0.779814275;81.08108108
S_2802, H_2802, X, X2, X3;135.133 + 1.326*S_2802 + 0.157*H_2802 + 0.266*X + 0.464*X2 + 0.178*X3;Lars5;0.635211345;0.772338363;78.37837838
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;0.012 + 1.102*S_2802 + 0.27*Smax + 0.57*H_2802 + 0.787*X + 0.477*X1 + 0.788*X2 + 0.228*X3 - 0.368*Xs;PassiveAggressiveRegressor;0.64049641;0.767961164;67.56756757
S_2802, X, X3;155.898 + 1.406*S_2802 + 0.314*X + 0.301*X3;OMP3;0.643163643;0.765728757;75.67567568
S_2802, X, X2, X3;136.695 + 1.421*S_2802 + 0.243*X + 0.759*X2 + 0.29*X3;OMP4;0.64384551;0.765155513;75.67567568
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;83.064 + 0.744*S_2802 + 0.557*Smax + 0.115*H_2802 + 0.268*X - 0.018*X1 + 1.289*X2 + 0.274*X3 + 0.134*Xs;TheilSenRegressor;0.654486034;0.756074091;72.97297297
S_2802, X, X2, X3;186.981 + 1.25*S_2802 + 0.195*X + 0.24*X2 + 0.153*X3;Lars4;0.656131342;0.754646713;86.48648649
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;58.842 + 1.417*S_2802 - 0.013*Smax + 0.346*H_2802 + 0.884*X + 0.663*X1 + 0.3*X2 + 0.196*X3 - 0.466*Xs;BayesianRidge;0.660059126;0.751213651;62.16216216
S_2802, X3;183.301 + 1.532*S_2802 + 0.284*X3;OMP2;0.667779317;0.744359311;72.97297297
S_2802, X, X3;210.315 + 1.171*S_2802 + 0.173*X + 0.089*X3;Lars3;0.670545329;0.741868561;72.97297297
S_2802;224.587 + 1.53*S_2802;OMP1;0.694130732;0.719848962;72.97297297
S_2802, X;233.268 + 1.071*S_2802 + 0.113*X;Lars2;0.701625997;0.712545409;70.27027027
S_2802, H_2802, X, X1, X2, X3, Xs;58.006 + 1.436*S_2802 + 0.342*H_2802 + 1.194*X + 1.031*X1 + 0.001*X2 + 0.153*X3 - 0.745*Xs;ARDRegression;0.727994238;0.685583248;56.75675676
S_2802, Smax, H_2802, X, X1, X2, X3, Xs; - 0.251 + 1.455*S_2802 - 0.016*Smax + 0.548*H_2802 + 1.388*X + 1.237*X1 - 0.265*X2 + 0.222*X3 - 0.877*Xs;HuberRegressor;0.75163118;0.659583633;54.05405405
S_2802;253.221 + 0.861*S_2802;Lars1;0.756025391;0.654542289;59.45945946
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;40.49 + 1.485*S_2802 - 0.058*Smax + 0.393*H_2802 + 1.35*X + 1.158*X1 - 0.014*X2 + 0.185*X3 - 0.892*Xs;Lasso;0.757159118;0.653230488;54.05405405
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;40.479 + 1.485*S_2802 - 0.058*Smax + 0.393*H_2802 + 1.35*X + 1.158*X1 - 0.015*X2 + 0.185*X3 - 0.893*Xs;LassoLars;0.757258349;0.653115451;54.05405405
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;40.413 + 1.485*S_2802 - 0.059*Smax + 0.393*H_2802 + 1.352*X + 1.159*X1 - 0.016*X2 + 0.185*X3 - 0.894*Xs;ElasticNet;0.757463607;0.652877388;54.05405405
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;39.064 + 1.483*S_2802 - 0.054*Smax + 0.396*H_2802 + 1.393*X + 1.204*X1 - 0.049*X2 + 0.185*X3 - 0.933*Xs;Ridge;0.768534578;0.639808254;54.05405405
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;39.05 + 1.483*S_2802 - 0.054*Smax + 0.396*H_2802 + 1.394*X + 1.204*X1 - 0.05*X2 + 0.185*X3 - 0.933*Xs;LinearRegression;0.768650558;0.639668914;54.05405405
S_2802, Smax, H_2802, X, X1, X2, X3, Xs; - 17069689704.863 - 169025593793.114*S_2802 + 53582402476.777*Smax - 227766712587.419*H_2802 - 225932558886.627*X - 104891915841.656*X1 + 608365568822.287*X2 - 242288170863.536*X3 - 340140697959.558*Xs;SGDRegressor;1.76521E+12;0;0
