Predictors;Equations;Method;Criterion;Correlation;Pm
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;29.463 + 1.62*S_2802 + 0.184*Smax + 0.141*H_2802 - 0.535*X - 0.643*X1 + 1.886*X2 + 0.353*X3 + 0.989*Xs;LinearRegression;0.6291643138515647;0.7772723243340713;75.67567567567568
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;25.374 + 1.458*S_2802 + 0.398*Smax + 0.13*H_2802 + 0.179*X + 0.148*X1 + 1.094*X2 + 0.369*X3 + 0.238*Xs;Ridge;0.6316837311225204;0.775226201721234;78.37837837837837
S_2802, H_2802, X, X2, X3;40.223 + 1.795*S_2802 + 0.183*H_2802 + 0.305*X + 1.145*X2 + 0.39*X3;OMP5;0.6369736564042442;0.7708855693596864;78.37837837837837
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;12.6 + 1.34*S_2802 + 0.5*Smax + 0.075*H_2802 + 0.596*X + 0.636*X1 + 1.013*X2 + 0.392*X3 - 0.156*Xs;TheilSenRegressor;0.6378964781141357;0.7701221222699566;75.67567567567568
S_2802, X, X2, X3;55.078 + 1.733*S_2802 + 0.31*X + 1.181*X2 + 0.482*X3;OMP4;0.6408226940032549;0.7676889180197998;75.67567567567568
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;81.37 + 1.74*S_2802 + 0.02*Smax + 0.021*H_2802 + 0.015*X + 0.001*X1 + 1.084*X2 + 0.271*X3 + 0.271*Xs;ARDRegression;0.6420738964610646;0.7666427534929852;72.97297297297297
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;49.347 + 1.067*S_2802 + 0.635*Smax + 0.098*H_2802 + 0.313*X + 0.25*X1 + 0.696*X2 + 0.325*X3 + 0.074*Xs;BayesianRidge;0.6455459711643662;0.7637214145966155;81.08108108108108
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;0.01 + 1.071*S_2802 + 0.963*Smax + 0.104*H_2802 + 0.43*X + 0.39*X1 + 0.896*X2 + 0.308*X3 + 0.043*Xs;PassiveAggressiveRegressor;0.6610528402734868;0.7503393514712899;75.67567567567568
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;4.451 + 1.159*S_2802 + 0.56*Smax + 0.395*H_2802 + 0.246*X + 0.459*X1 + 0.958*X2 + 0.17*X3 + 0.114*Xs;HuberRegressor;0.663293105931478;0.7483597100484318;64.86486486486487
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;0.006 + 0.841*S_2802 + 0.772*Smax + 0.372*H_2802 + 0.292*X + 0.406*X1 + 0.668*X2 + 0.375*X3 + 0.166*Xs;SGDRegressor;0.6794985591537634;0.7336768417416208;70.27027027027027
S_2802, H_2802, X, X2, X3;130.292 + 1.514*S_2802 + 0.016*H_2802 + 0.216*X + 0.393*X2 + 0.201*X3;Lars5;0.6818725494296556;0.7314710017043068;78.37837837837837
S_2802, X, X3;85.05 + 1.853*S_2802 + 0.38*X + 0.452*X3;OMP3;0.687120968687335;0.7265430299646253;78.37837837837837
S_2802, X, X2, X3;139.105 + 1.486*S_2802 + 0.207*X + 0.319*X2 + 0.183*X3;Lars4;0.6907282719941502;0.7231144129859225;75.67567567567568
S_2802, X3;118.652 + 2.007*S_2802 + 0.41*X3;OMP2;0.708059877114579;0.7061523988633667;83.78378378378379
S_2802;174.539 + 1.945*S_2802;OMP1;0.7307439297066161;0.6826516748656903;72.97297297297297
S_2802, X, X3;170.211 + 1.395*S_2802 + 0.169*X + 0.072*X3;Lars3;0.7317184635053928;0.6816069909891675;67.56756756756756
S_2802, Smax, H_2802, X2, X3;101.898 + 1.673*S_2802 + 0.027*Smax + 0.248*H_2802 + 0.501*X2 + 0.05*X3;QuantileRegressor;0.7338067406121533;0.6793582761931791;70.27027027027027
S_2802, X;186.22 + 1.309*S_2802 + 0.13*X;Lars2;0.7492917124425089;0.662240084610538;59.45945945945946
S_2802, X;188.507 + 1.278*S_2802 + 0.117*X;Lasso;0.7536568369913201;0.6572681127639152;59.45945945945946
S_2802, X;188.507 + 1.278*S_2802 + 0.117*X;ElasticNet;0.7536568369913201;0.6572681127639152;59.45945945945946
S_2802, X;188.508 + 1.278*S_2802 + 0.117*X;LassoLars;0.753657168326764;0.6572677328377559;59.45945945945946
S_2802;209.241 + 0.992*S_2802;Lars1;0.8036808000906266;0.595060645283899;62.16216216216216
