Таблица  - Проверочные прогнозы максимумов весеннего
половодья р.Неман-Белица по данным, рассчитанным
на дату 28 февраля
Предикторы;; Smax, H, X, X3
Уравнение;; 47.14 + 1.14*Smax + 0.55*H + 0.4*X + 0.26*X3

№;Год;Hmax фактический;Hф-Hср;(Hф-Hср)^2;Погрешность климатических прогнозов в долях от допустимой погрешности;Hmax прогнозный;Hф-Hп;(Hф-Hп)^2;Погрешность проверочных прогнозов в долях от допустимой погрешности
1.0;1977.0;281.0;-8.594594594594582;73.86705624543441;-0.18;226.84731108591842;54.15268891408158;2932.513716625294;1.1
2.0;1978.0;311.0;21.405405405405418;458.1913805697595;0.44;332.2099108060441;-21.209910806044093;449.860316400346;-0.43
3.0;1979.0;494.0;204.40540540540542;41781.56975894814;4.16;425.3931641064958;68.60683589350418;4706.8979313182135;1.4
4.0;1980.0;357.0;67.40540540540542;4543.488677867058;1.37;318.97258364709467;38.027416352905334;1446.084394477212;0.77
5.0;1981.0;293.0;3.4054054054054177;11.596785975164437;0.07;292.1767743871443;0.8232256128557083;0.6777004096616565;0.02
6.0;1982.0;269.0;-20.594594594594582;424.1373265157044;-0.42;340.4890560908772;-71.48905609087723;5110.68514076459;-1.46
7.0;1983.0;292.0;2.4054054054054177;5.7859751643536015;0.05;224.91205957622293;67.08794042377707;4500.791750304262;1.37
8.0;1984.0;249.0;-40.59459459459458;1647.9211102994877;-0.83;254.7468537163723;-5.7468537163723;33.02632763738212;-0.12
9.0;1985.0;362.0;72.40540540540542;5242.542731921112;1.48;308.3254170892081;53.67458291079191;2880.960850647475;1.09
10.0;1986.0;354.0;64.40540540540542;4148.056245434625;1.31;351.13002103623177;2.869978963768233;8.23677925247218;0.06
11.0;1987.0;361.0;71.40540540540542;5098.731921110301;1.45;278.6222839669272;82.37771603307277;6786.088098825575;1.68
12.0;1988.0;394.0;104.40540540540542;10900.488677867059;2.13;271.4630903633266;122.53690963667339;15015.294223306259;2.5
13.0;1989.0;187.0;-102.59459459459458;10525.650840029215;-2.09;254.93527826336108;-67.93527826336108;4615.202032720301;-1.38
14.0;1991.0;245.0;-44.59459459459458;1988.6778670562444;-0.91;275.4343546620089;-30.4343546620089;926.2499436929429;-0.62
15.0;1992.0;223.0;-66.59459459459458;4434.840029218406;-1.36;259.12386190616235;-36.12386190616235;1304.933399015487;-0.74
16.0;1993.0;252.0;-37.59459459459458;1413.3535427319202;-0.77;230.146212643233;21.853787356766986;477.5880218347886;0.45
17.0;1994.0;392.0;102.40540540540542;10486.867056245437;2.09;349.9446118199461;42.05538818005391;1768.6556749750182;0.86
18.0;1995.0;231.0;-58.59459459459458;3433.3265157048927;-1.19;210.41263147921939;20.587368520780615;423.8397426104286;0.42
19.0;1996.0;345.0;55.40540540540542;3069.758948137328;1.13;381.7324484276377;-36.73244842763768;1349.2727674890616;-0.75
20.0;1999.0;370.0;80.40540540540542;6465.029218407599;1.64;332.66739908154636;37.332600918453636;1393.7230913365252;0.76
21.0;2001.0;198.0;-91.59459459459458;8389.569758948135;-1.87;235.16333762204698;-37.16333762204698;1381.1136632102525;-0.76
22.0;2003.0;264.0;-25.594594594594582;655.0832724616503;-0.52;286.41252341112397;-22.41252341112397;502.32120565418006;-0.46
23.0;2004.0;341.0;51.40540540540542;2642.5157048940846;1.05;293.77093659662677;47.22906340337323;2230.584429959849;0.96
24.0;2005.0;254.0;-35.59459459459458;1266.975164353542;-0.73;276.4865940169983;-22.48659401699831;505.6469104853042;-0.46
25.0;2006.0;346.0;56.40540540540542;3181.5697589481388;1.15;319.6197097137136;26.380290286286424;695.9197155887379;0.54
26.0;2007.0;286.0;-3.5945945945945823;12.92111029948859;-0.07;325.7633719251118;-39.76337192511181;1581.1257468547703;-0.81
27.0;2008.0;199.0;-90.59459459459458;8207.380569758945;-1.85;236.44148277888493;-37.44148277888493;1401.864632681537;-0.76
28.0;2009.0;214.0;-75.59459459459458;5714.5427319211085;-1.54;216.75079809978166;-2.7507980997816617;7.566890185762401;-0.06
29.0;2010.0;379.0;89.40540540540542;7993.326515704896;1.82;377.7974780836264;1.2025219163735983;1.4460589593588313;0.02
30.0;2011.0;224.0;-65.59459459459458;4302.650840029217;-1.34;284.75904580668174;-60.75904580668174;3691.66164733845;-1.24
31.0;2012.0;254.0;-35.59459459459458;1266.975164353542;-0.73;238.00176020701684;15.998239792983156;255.94367647378974;0.33
32.0;2013.0;363.0;73.40540540540542;5388.353542731923;1.5;376.45838685394097;-13.458386853940965;181.128176710331;-0.27
33.0;2015.0;181.0;-108.59459459459458;11792.78597516435;-2.21;179.63355794856244;1.3664420514375593;1.8671638799368853;0.03
34.0;2017.0;275.0;-14.594594594594582;213.0021913805694;-0.3;279.7786034698203;-4.778603469820325;22.835051121778854;-0.1
35.0;2018.0;252.0;-37.59459459459458;1413.3535427319202;-0.77;280.12676458067455;-28.126764580674546;791.1148857766882;-0.57
36.0;2019.0;205.0;-84.59459459459458;7156.245434623811;-1.72;297.78798013644763;-92.78798013644763;8609.6092578018;-1.89
37.0;2021.0;218.0;-71.59459459459458;5125.785975164352;-1.46;290.5623445939617;-72.56234459396171;5265.293852972844;-1.48
Сумма;;10715.0
Средний;;289.5945945945946
Высший;;494.0
Низший;;181.0

σ = ;;72.8157718948075;;σ -;среднеквадратическое отклонение (см)
δдоп =;;49.07783025710026;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;37.83783784;;Pк -;климатическая обеспеченность в %
Pм =;;70.27027027;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;48.09066231530777;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.6604429378951227;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.4361848742155408;;ρ -;корреляционное отношение
ρ =;;0.7508762386601797;;;(оценка эффективности метода прогнозирования)
Модель:;;OMP4;;δ50% -;погрешность (ошибка) прогнозов (см)
