Таблица  - Проверочные прогнозы максимумов весеннего
половодья р.Неман-Белица по данным, рассчитанным
на дату 28 февраля
Предикторы;; Smax, H, X, X1, X3
Уравнение;; 43.53 + 1.03*Smax + 0.49*H + 0.52*X + 0.33*X1 + 0.23*X3

№;Год;Hmax фактический;Hф-Hср;(Hф-Hср)^2;Погрешность климатических прогнозов в долях от допустимой погрешности;Hmax прогнозный;Hф-Hп;(Hф-Hп)^2;Погрешность проверочных прогнозов в долях от допустимой погрешности
1.0;1977.0;281.0;-8.594594594594582;73.86705624543441;-0.18;226.22967590787422;54.770324092125776;2999.7884011564934;1.12
2.0;1978.0;311.0;21.405405405405418;458.1913805697595;0.44;328.92475598403223;-17.92475598403223;321.2968770870993;-0.37
3.0;1979.0;494.0;204.40540540540542;41781.56975894814;4.16;413.47076837751115;80.52923162248885;6484.9571457084585;1.64
4.0;1980.0;357.0;67.40540540540542;4543.488677867058;1.37;320.37479089636906;36.62520910363094;1341.4059418846905;0.75
5.0;1981.0;293.0;3.4054054054054177;11.596785975164437;0.07;295.39968247309616;-2.3996824730961634;5.758475971684919;-0.05
6.0;1982.0;269.0;-20.594594594594582;424.1373265157044;-0.42;339.5425772636414;-70.54257726364142;4976.25520699682;-1.44
7.0;1983.0;292.0;2.4054054054054177;5.7859751643536015;0.05;217.61753606016393;74.38246393983607;5532.750941761014;1.52
8.0;1984.0;249.0;-40.59459459459458;1647.9211102994877;-0.83;260.0562647698738;-11.056264769873792;122.24099066155237;-0.23
9.0;1985.0;362.0;72.40540540540542;5242.542731921112;1.48;308.3780495189458;53.62195048105423;2875.3135733926315;1.09
10.0;1986.0;354.0;64.40540540540542;4148.056245434625;1.31;349.9892502151906;4.010749784809377;16.086113836348463;0.08
11.0;1987.0;361.0;71.40540540540542;5098.731921110301;1.45;276.3816391807469;84.6183608192531;7160.266987737308;1.72
12.0;1988.0;394.0;104.40540540540542;10900.488677867059;2.13;284.0358989719351;109.96410102806487;12092.10351491046;2.24
13.0;1989.0;187.0;-102.59459459459458;10525.650840029215;-2.09;255.60583432167957;-68.60583432167957;4706.760502973746;-1.4
14.0;1991.0;245.0;-44.59459459459458;1988.6778670562444;-0.91;273.11012161132373;-28.110121611323734;790.1789370034096;-0.57
15.0;1992.0;223.0;-66.59459459459458;4434.840029218406;-1.36;256.7067531521441;-33.706753152144074;1136.1452080595745;-0.69
16.0;1993.0;252.0;-37.59459459459458;1413.3535427319202;-0.77;239.56754792509625;12.43245207490375;154.56586459477856;0.25
17.0;1994.0;392.0;102.40540540540542;10486.867056245437;2.09;358.8214932979221;33.178506702077925;1100.8133069798298;0.68
18.0;1995.0;231.0;-58.59459459459458;3433.3265157048927;-1.19;203.8873228615536;27.1126771384464;735.0972616136341;0.55
19.0;1996.0;345.0;55.40540540540542;3069.758948137328;1.13;380.6826691480376;-35.682669148037576;1273.2528775283126;-0.73
20.0;1999.0;370.0;80.40540540540542;6465.029218407599;1.64;334.41246486208433;35.587535137915665;1266.4726571923823;0.73
21.0;2001.0;198.0;-91.59459459459458;8389.569758948135;-1.87;233.76223135114068;-35.762231351140684;1278.9371912125096;-0.73
22.0;2003.0;264.0;-25.594594594594582;655.0832724616503;-0.52;285.7138571630528;-21.713857163052808;471.4915928974597;-0.44
23.0;2004.0;341.0;51.40540540540542;2642.5157048940846;1.05;288.8634198559438;52.13658014405621;2718.222989117596;1.06
24.0;2005.0;254.0;-35.59459459459458;1266.975164353542;-0.73;271.2605217467193;-17.26052174671929;297.9256109689696;-0.35
25.0;2006.0;346.0;56.40540540540542;3181.5697589481388;1.15;325.79622866591296;20.203771334087037;408.1923761200771;0.41
26.0;2007.0;286.0;-3.5945945945945823;12.92111029948859;-0.07;315.31749820848916;-29.317498208489155;859.5157012047648;-0.6
27.0;2008.0;199.0;-90.59459459459458;8207.380569758945;-1.85;252.87930056114598;-53.87930056114598;2902.9790289583057;-1.1
28.0;2009.0;214.0;-75.59459459459458;5714.5427319211085;-1.54;214.44387277118076;-0.4438727711807644;0.19702303699569124;-0.01
29.0;2010.0;379.0;89.40540540540542;7993.326515704896;1.82;369.6859851644981;9.314014835501894;86.75087235594937;0.19
30.0;2011.0;224.0;-65.59459459459458;4302.650840029217;-1.34;280.16735408147736;-56.167354081477356;3154.771664514051;-1.14
