Таблица  - Проверочные прогнозы максимумов весеннего
половодья р.Неман-Белица по данным, рассчитанным
на дату 28 февраля
Предикторы;; Smax, H, X, X1, X3
Уравнение;; 73.54 + 1.17*Smax + 0.45*H + 0.38*X + 0.18*X1 + 0.15*X3

№;Год;Hmax фактический;Hф-Hср;(Hф-Hср)^2;Погрешность климатических прогнозов в долях от допустимой погрешности;Hmax прогнозный;Hф-Hп;(Hф-Hп)^2;Погрешность проверочных прогнозов в долях от допустимой погрешности
Сумма;;10715.0
Средний;;289.5945945945946
Высший;;494.0
Низший;;181.0

σ = ;;72.8157718948075;;σ -;среднеквадратическое отклонение (см)
δдоп =;;49.07783025710026;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;37.83783784;;Pк -;климатическая обеспеченность в %
Pм =;;67.56756757;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;48.5855445710684;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.6672392986681095;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.44520828168711063;;ρ -;корреляционное отношение
ρ =;;0.7448434186544777;;;(оценка эффективности метода прогнозирования)
Модель:;;ARDRegression;;δ50% -;погрешность (ошибка) прогнозов (см)
