Predictors;Equations;Method;Criterion;Correlation;Pm
;;StackingRegressorRidge;0.44612409416036375;0.8949711127235308;84.375
;;KNeighborsRegressor;0.4464879193262191;0.894789661258859;87.5
;;BaggingRegressor;0.45372564665778736;0.8911414239978819;90.625
;;HistGradientBoostingRegressor;0.4655148703925988;0.8850400586659125;81.25
;;ExtraTreesRegressor;0.49298369433325706;0.8700385492157998;81.25
;;VotingRegressor;0.5419734774800885;0.8403955911998467;78.125
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;OMP4;0.5932819615228944;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;LinearRegression;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars4;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars5;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars6;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars7;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars8;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars9;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars10;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars11;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars12;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars13;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.559 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;Lars14;0.5932819615228945;0.8049947292569976;71.875
S_2802, H_2802, X2, Xs;370.563 + 4.512*S_2802 + 0.305*H_2802 + 0.096*X2 + 0.265*Xs;RidgeCV;0.5932820394098092;0.8049946718542538;71.875
S_2802, H_2802, X2, Xs;371.593 + 4.499*S_2802 + 0.303*H_2802 + 0.094*X2 + 0.268*Xs;BayesianRidge;0.5933071246003347;0.8049761834355615;71.875
S_2802, H_2802, Xs;381.018 + 4.501*S_2802 + 0.288*H_2802 + 0.265*Xs;OMPCV;0.5933706374986719;0.8049293674319628;71.875
S_2802, H_2802, Xs;381.018 + 4.501*S_2802 + 0.288*H_2802 + 0.265*Xs;OMP3;0.5933706374986719;0.8049293674319628;71.875
S_2802, H_2802, X2, Xs;374.043 + 4.481*S_2802 + 0.298*H_2802 + 0.085*X2 + 0.268*Xs;ElasticNetCV;0.5934158727829628;0.8048960193274871;71.875
S_2802, H_2802, Xs;391.008 + 4.438*S_2802 + 0.273*H_2802 + 0.244*Xs;Lars3;0.5945028041190621;0.8040935367819916;68.75
S_2802, H_2802, Xs;391.466 + 4.435*S_2802 + 0.272*H_2802 + 0.244*Xs;LarsCV;0.5945616222522014;0.8040500465423969;68.75
S_2802, H_2802, Xs;391.466 + 4.435*S_2802 + 0.272*H_2802 + 0.244*Xs;LassoLarsCV;0.5945616222522014;0.8040500465423969;68.75
S_2802, H_2802, Xs;397.415 + 4.397*S_2802 + 0.263*H_2802 + 0.231*Xs;LassoCV;0.59538153321344;0.8034431093166544;68.75
S_2802, H_2802;403.801 + 4.611*S_2802 + 0.31*H_2802;OMP2;0.6018947469612095;0.7985754276087523;71.875
S_2802, H_2802, Xs;442.237 + 4.024*S_2802 + 0.132*H_2802 + 0.314*Xs;QuantileRegressor;0.6020673246737711;0.7984453247155799;71.875
S_2802;507.06 + 4.317*S_2802;OMP1;0.6202808148327941;0.7843798255630782;68.75
S_2802, H_2802;510.986 + 3.677*S_2802 + 0.086*H_2802;Lars2;0.6299411954814678;0.7766428331191754;71.875
S_2802;552.468 + 3.315*S_2802;Lars1;0.6511492355366063;0.7589497170828204;75.0
;;RandomForestRegressor;0.6658596265082859;0.7460770454760326;65.625
