Predictors;Equations;Method;Criterion;Correlation;Pm
S_2802, Smax, H_2802, X, X1, X2, X3, Xs, L_max, L_2802, Q01; - 68.396 + 0.252*S_2802 + 0.682*Smax + 0.353*H_2802 + 0.247*X - 0.07*X1 + 0.314*X2 + 0.4*X3 + 0.158*Xs + 0.349*L_max + 1.009*L_2802 + 0.15*Q01;Lars11;0.5709338693927051;0.8209960516228282;76.66666666666667
S_2802, Smax, H_2802, X, X1, X2, X3, Xs, L_max, L_2802, Q12, Q01; - 72.928 + 0.137*S_2802 + 0.75*Smax + 0.388*H_2802 - 0.286*X - 0.624*X1 + 0.97*X2 + 0.483*X3 + 0.718*Xs - 0.378*L_max + 1.727*L_2802 - 0.47*Q12 + 0.353*Q01;Lars12;0.5766778799954692;0.8169716168410818;73.33333333333333
S_2802, Smax, H_2802, X, X2, X3, Xs, L_max, L_2802, Q01; - 67.292 + 0.248*S_2802 + 0.686*Smax + 0.354*H_2802 + 0.317*X + 0.238*X2 + 0.401*X3 + 0.076*Xs + 0.403*L_max + 0.953*L_2802 + 0.144*Q01;Lars10;0.5820859137680608;0.8131272895388529;76.66666666666667
S_2802, Smax, H_2802, X, X2, X3, Xs, L_max, L_2802; - 46.263 + 0.167*S_2802 + 0.68*Smax + 0.323*H_2802 + 0.355*X + 0.09*X2 + 0.437*X3 + 0.02*Xs + 0.494*L_max + 0.799*L_2802;Lars9;0.6139638092019306;0.7893341757394363;76.66666666666667
S_2802, Smax, H_2802, X, X2, X3, L_max, L_2802; - 40.535 + 0.161*S_2802 + 0.667*Smax + 0.309*H_2802 + 0.369*X + 0.049*X2 + 0.439*X3 + 0.521*L_max + 0.751*L_2802;Lars8;0.6243774347468217;0.7811227937904376;76.66666666666667
S_2802, Smax, H_2802, X, X3, L_max, L_2802; - 33.545 + 0.164*S_2802 + 0.646*Smax + 0.287*H_2802 + 0.375*X + 0.436*X3 + 0.527*L_max + 0.722*L_2802;Lars7;0.6317769052508557;0.7751502705873561;73.33333333333333
S_2802, Smax, H_2802, X, X3, L_2802;33.795 + 0.226*S_2802 + 0.384*Smax + 0.112*H_2802 + 0.405*X + 0.358*X3 + 0.927*L_2802;Lars6;0.6566330692078785;0.7542101911421255;63.33333333333333
S_2802, Smax, X, X3, L_2802;73.136 + 0.319*S_2802 + 0.158*Smax + 0.437*X + 0.301*X3 + 0.761*L_2802;Lars5;0.7185881258501937;0.6954359103376142;63.33333333333333
S_2802, X, X3, L_2802;92.505 + 0.376*S_2802 + 0.458*X + 0.243*X3 + 0.649*L_2802;Lars4;0.7602690934799239;0.6496082708057332;60.0
S_2802, X, L_2802;166.78 + 0.073*S_2802 + 0.452*X + 0.181*L_2802;Lars3;0.9477620441425558;0.31897822446481217;53.333333333333336
Smax, H_2802, X, X1, X2, X3, Xs, L_max, L_2802, Q12, Q01; - 71.187 + 0.828*Smax + 0.394*H_2802 - 1.328*X - 1.654*X1 + 2.069*X2 + 0.58*X3 + 1.832*Xs - 1.494*L_max + 2.816*L_2802 - 0.939*Q12 + 0.492*Q01;Lars13;0.9635391606076307;0.2675673484854654;43.333333333333336
X, L_2802;174.264 + 0.446*X + 0.094*L_2802;Lars2;0.9807235714277869;0.19540029796785524;50.0
X;181.968 + 0.415*X;Lars1;1.0001903007955866;0;50.0
S_2802, Smax, H_2802, X, X1, X2, X3, Xs, L_max, L_2802, Q12, Q01; - 72.652 - 0.467*S_2802 + 1.172*Smax + 0.423*H_2802 - 2.319*X - 2.643*X1 + 3.116*X2 + 0.745*X3 + 2.854*Xs - 2.719*L_max + 4.029*L_2802 - 1.521*Q12 + 0.595*Q01;Lars14;1.4979202901593405;0;33.33333333333333
